square_id,total_internet_traffic
4155,3629728.5
5662,3625210.0
5772,3623618.5
6162,3620441.5
6051,3610395.2
4647,3586628.8
6375,3585407.5
5668,3558439.5
5853,3557738.2
6772,3556803.0
5152,3548216.0
5249,3547988.5
5952,3539049.8
5560,3537428.8
5069,3528091.2
5270,3523567.2
5048,3512336.5
6372,3497686.2
4972,3497240.8
5168,3494472.5
5146,3490087.5
5170,3486354.8
5164,3484078.8
4849,3483842.8
5759,3479552.0
4356,3474745.2
4255,3470412.5
4862,3456944.2
4662,3450585.5
4658,3436854.8
5561,3424822.0
4547,3423080.5
5669,3417567.8
5761,3413316.8
6368,3409764.8
4364,3395532.2
4160,3393918.8
5872,3392750.0
5453,3389308.8
4651,3381474.2
5661,3375426.8
4969,3354337.5
4949,3343201.2
6149,3340672.2
6274,3333721.5
5169,3330268.5
4750,3327228.8
5462,3325332.5
5449,3320952.2
5057,3317316.2
4650,3316566.8
5970,3305879.5
6070,3302975.8
6167,3291045.0
6148,3281139.0
5070,3275214.8
5046,3268267.5
5363,3258650.2
6360,3239896.5
5459,3236721.0
6060,3236607.0
4751,3232241.5
5773,3231995.2
6072,3227704.5
6352,3226954.0
5760,3226612.8
5869,3196131.2
6565,3187102.2
6370,3184888.8
4254,3180869.8
5452,3178970.2
6358,3178756.2
4963,3176379.5
4260,3170506.5
5064,3162848.0
5149,3162096.5
4545,3156131.2
4546,3151239.5
5264,3149654.8
6163,3136412.5
6560,3128509.0
4161,3128468.0
7163,3126996.8
4952,3116766.0
4358,3113746.0
5762,3108933.8
5172,3097058.8
4154,3089928.0
5352,3085632.5
5570,3081278.2
5450,3081038.8
4157,3076614.8
6675,3069513.2
5870,3058566.0
4549,3054884.5
5054,3053416.2
5971,3050210.5
4261,3032027.0
5646,3030284.0
4850,3028685.5
5247,3025977.0
5569,3023135.8
4752,3016758.0
5865,3015803.0
5370,3011240.8
4357,3010324.8
4874,3006274.5
5653,3006023.5
3757,2995982.8
6574,2988345.5
6251,2975135.5
3856,2973556.8
4354,2971356.5
6270,2971226.5
4068,2959737.0
5362,2959150.2
5768,2958625.5
5873,2950084.8
3857,2942321.2
5271,2938660.8
4446,2931153.8
6170,2927419.0
6267,2905298.5
6049,2892243.8
5660,2892097.2
5751,2891295.2
4851,2888835.2
6672,2877609.8
5351,2860466.0
5950,2856118.0
5744,2849783.2
4848,2842380.2
4657,2832872.8
5652,2828802.8
6073,2826934.8
4069,2825216.5
6671,2824185.0
6762,2822958.0
4847,2821775.0
6673,2819623.0
5171,2817114.0
6452,2816902.0
6369,2814097.2
3956,2814063.0
4168,2812597.5
5852,2807349.0
6364,2805829.5
5851,2798166.0
5745,2793662.8
6062,2792664.2
5052,2789492.8
5372,2787882.5
6159,2778217.0
5246,2774133.0
4747,2770221.5
6248,2766123.8
5150,2763368.5
6053,2751263.5
4964,2747155.5
4445,2742077.2
6351,2741327.0
4444,2724190.8
4550,2719909.2
4552,2719708.2
5071,2714823.8
4349,2712122.5
5353,2698337.2
4649,2686778.2
4852,2681277.5
6252,2680579.8
4749,2672260.8
5871,2665450.8
6249,2662711.0
4447,2660052.8
5354,2656863.2
5350,2643230.0
5153,2637257.2
4551,2633810.8
8169,2632087.8
4453,2630210.0
5369,2627535.0
6266,2619658.0
6461,2615160.8
4971,2610669.0
5961,2604401.5
6361,2587958.2
5756,2577317.2
3756,2571676.2
4454,2571493.8
6359,2571295.2
6262,2571293.0
4060,2569643.5
5771,2564471.0
5451,2558056.8
5546,2554250.8
4562,2553784.8
6057,2552589.0
5469,2548963.0
5671,2546607.2
7064,2543802.0
5647,2541965.2
5049,2541622.8
6445,2540741.5
4452,2538102.5
8762,2528553.2
6471,2528050.2
9368,2526799.2
5245,2523525.2
4973,2523042.2
4450,2519794.2
6451,2518404.5
5644,2518284.2
4544,2516422.2
6250,2507884.5
6150,2507083.5
6263,2498123.8
4846,2497401.0
6665,2496880.5
6157,2488895.5
3957,2486397.0
4059,2483056.5
4259,2481282.8
4463,2463196.5
4258,2458927.8
6773,2454175.5
4159,2454134.5
3962,2440861.0
3953,2439842.5
5656,2439170.0
6446,2436613.2
4748,2426738.2
8675,2424390.5
5547,2418954.5
5250,2417419.2
5755,2417061.2
6271,2414836.5
5253,2413961.5
5356,2386536.0
5544,2386219.8
5845,2383907.0
6771,2383515.0
6052,2382837.0
6547,2373976.2
5654,2373961.5
5643,2371568.2
6557,2369160.2
3955,2364787.2
4053,2352989.2
4746,2346282.8
6459,2341559.2
8371,2334839.2
6872,2334367.0
4169,2331063.5
5067,2329901.5
6662,2320335.2
5850,2320184.2
7066,2318364.8
6873,2317216.0
6647,2316404.8
5571,2315974.0
4158,2315709.8
8271,2303901.8
5371,2303023.2
5145,2293043.2
5844,2292615.0
4360,2289157.0
3954,2288110.2
5750,2287898.8
6350,2287678.8
6447,2278536.2
5344,2276850.5
5545,2275240.2
4449,2273045.2
5347,2269534.0
5143,2267824.0
5470,2267231.5
5655,2254974.0
6474,2253344.5
3869,2253192.0
6458,2247027.8
6871,2240878.2
6457,2240861.5
5445,2236176.2
5553,2210774.2
6664,2210127.5
6763,2209768.5
8862,2209235.8
7271,2205970.0
5244,2197730.2
6346,2194331.8
5345,2191986.8
5173,2188130.0
5457,2187811.5
8874,2187765.0
6347,2187487.0
8775,2187138.8
5743,2180434.5
6853,2180049.2
8370,2178040.8
6247,2173496.5
6246,2172890.2
8272,2172552.5
3858,2171768.0
3969,2169362.8
4645,2169127.5
6469,2168150.0
5645,2167551.0
4264,2162805.2
6061,2160654.2
6453,2158980.2
5863,2157956.0
5272,2156158.5
6071,2155143.8
3963,2154561.5
5949,2149982.5
8575,2148445.2
4366,2147999.5
8774,2141145.0
5554,2139322.8
4153,2138684.8
4054,2135268.0
6448,2134619.2
6753,2131468.2
6561,2129593.5
5651,2124927.0
6275,2120542.2
5558,2119359.8
6171,2116217.8
7166,2114471.5
4056,2113930.5
4951,2113814.0
4055,2111889.5
5552,2109875.2
5448,2109077.5
7052,2103922.8
6161,2100060.5
4950,2097638.0
4350,2095180.2
6874,2095105.5
5273,2093760.0
6259,2093700.8
6160,2093412.9
4965,2093016.2
6764,2091210.8
7372,2089391.0
6851,2088284.6
3959,2084720.6
6774,2077083.9
6177,2075188.0
6468,2069479.9
4646,2063351.1
6546,2055110.4
6663,2049398.0
9268,2049375.0
5746,2044614.4
3758,2043434.0
6152,2041810.2
8676,2041401.0
4863,2041168.6
8471,2039618.2
6657,2038135.6
4926,2035693.1
4947,2035310.8
3855,2033820.6
4845,2026870.9
8576,2026364.9
5563,2025662.6
4991,2025613.0
6277,2024540.0
3658,2022753.4
4442,2022409.6
6564,2022259.9
7371,2019015.0
6056,2017391.9
5346,2015794.1
6951,2015438.8
6470,2014428.0
7063,2010576.5
6757,2006347.6
4062,2000511.8
5555,1996458.0
5551,1990465.4
6276,1990305.2
6258,1988124.0
3960,1988046.1
6054,1984458.8
4058,1983575.5
8372,1978547.0
5557,1973042.9
4745,1969695.5
4826,1968346.6
4263,1967193.9
5556,1966133.5
4057,1965980.2
4344,1959711.6
6568,1957770.6
6156,1957538.4
3863,1956266.1
3558,1946270.6
5466,1944417.2
3862,1943868.2
6353,1942633.6
5446,1942499.4
6450,1939865.8
5672,1936197.2
6272,1935784.2
6747,1931514.2
5454,1930035.0
4063,1929364.8
3854,1923143.6
6245,1921548.6
6348,1918389.0
5051,1917025.9
6475,1912231.4
6569,1909906.0
7165,1903596.9
8472,1902927.6
8475,1902665.2
6571,1892138.4
4970,1890762.0
6570,1888602.8
7472,1887716.8
5463,1887409.2
6858,1884696.1
4946,1882000.1
7568,1880326.4
7065,1877902.2
6558,1877323.1
7471,1867057.2
6952,1861772.4
4865,1861615.8
6176,1860893.0
6376,1858706.6
6972,1857797.9
8476,1857233.1
5657,1854659.6
4451,1853540.6
6875,1853348.1
4061,1848617.6
5355,1847953.6
6758,1845648.4
8662,1842758.6
4927,1841288.4
3659,1838432.5
7668,1836144.4
4345,1828431.8
4248,1825742.8
6077,1825202.4
5444,1824027.0
6857,1823713.8
8574,1821640.6
8474,1821616.1
3958,1817133.8
5972,1816613.4
4443,1810800.8
9369,1809587.5
5447,1806907.1
4249,1805180.4
5666,1801011.2
1251,1798129.2
3656,1794842.9
7524,1793038.1
6658,1792737.8
6462,1786070.0
6752,1783429.0
5946,1777764.1
4464,1771619.2
3764,1771605.6
6362,1769536.0
4348,1764214.0
4361,1763252.8
5548,1762914.5
6575,1762234.2
6646,1758500.4
6852,1755723.6
4343,1754124.1
6566,1752706.2
7272,1752153.2
6278,1752014.6
6562,1750767.4
8857,1750386.4
6976,1747618.0
6349,1747600.1
9367,1747239.0
5027,1744396.8
8572,1743188.2
6178,1741535.9
7255,1738976.2
5945,1734870.5
5471,1734445.6
8473,1730558.0
7569,1719404.1
4448,1718510.1
6548,1718456.2
6464,1714266.6
3848,1713207.0
6667,1712886.5
7768,1712326.5
6670,1703043.8
5050,1699192.0
6367,1697018.0
4346,1696228.5
4644,1696163.4
6850,1694100.9
7062,1689363.5
6573,1677767.1
6472,1674836.0
5065,1669639.4
4247,1669624.6
8573,1668650.6
3864,1663191.9
9269,1659606.1
5144,1657925.6
4342,1657051.8
7468,1655608.2
7061,1654246.6
6363,1652503.6
7669,1649599.4
6870,1648452.2
6253,1647046.6
6971,1646819.6
6756,1645553.9
8674,1642979.0
3852,1639339.6
7989,1639011.2
4353,1634015.5
6578,1631574.9
8090,1630159.6
6175,1629444.9
6550,1628896.5
6849,1628204.9
5366,1622287.1
4149,1617943.4
6958,1616342.8
3755,1614511.4
6449,1612826.6
3871,1603594.8
3872,1602494.0
6365,1601716.9
3853,1599875.5
6048,1599766.5
6473,1597947.8
147,1597286.2
3868,1592192.5
6567,1589536.4
5455,1588289.9
5572,1588197.2
7767,1586799.5
7155,1581394.2
4250,1581190.5
6751,1581035.8
7868,1577073.8
8875,1572004.9
3847,1570726.9
9977,1568504.5
7990,1567039.1
6775,1564983.8
4351,1564007.9
4347,1563645.2
7056,1562678.5
6950,1558172.1
4147,1557887.0
6153,1555354.9
5456,1553539.5
7769,1552466.4
9468,1552459.4
6975,1551950.8
6770,1551215.2
6377,1551177.1
8672,1547298.0
6257,1546964.2
6953,1546644.1
4945,1544946.9
7067,1542623.6
7454,1542329.8
9978,1542177.8
9884,1541911.9
2245,1541621.4
7869,1539335.6
7264,1538147.6
3851,1537560.2
6668,1537297.6
4148,1537079.5
4163,1535999.5
6055,1533772.6
6956,1530379.8
6552,1529438.6
6973,1529018.8
6146,1526885.9
5543,1524119.9
8054,1523469.0
9267,1522208.6
5947,1517687.1
6970,1516773.6
3968,1515813.4
7072,1515080.4
6969,1510739.6
9467,1508844.5
5266,1508233.0
5089,1505222.0
7654,1504163.5
5846,1503485.5
6759,1503400.6
4643,1502741.9
5026,1502191.5
4246,1500371.1
5948,1499925.6
6078,1499516.8
3748,1496697.2
6863,1495500.9
3952,1492988.0
4352,1492390.1
6047,1487861.2
6476,1487504.9
4543,1484595.9
5650,1484513.5
9370,1484433.4
4150,1483023.2
6279,1482641.5
9885,1480626.1
3751,1480139.0
4245,1479946.5
7670,1479566.9
4128,1477912.9
5764,1475718.5
2145,1474639.0
4367,1473458.6
3846,1472769.5
8834,1471430.1
4251,1470469.4
6856,1469237.1
8374,1468057.5
5550,1464346.1
7969,1463864.1
4253,1460337.2
4162,1457946.9
6961,1457677.2
9976,1457003.4
6074,1456842.4
6551,1453540.1
3850,1451260.6
5864,1446701.0
7254,1445225.0
4943,1442580.0
4890,1441812.4
6045,1441682.4
7770,1440789.6
8571,1440060.4
7240,1438247.4
3633,1437437.1
8756,1436358.2
6761,1436263.8
7263,1435195.9
6862,1434596.0
3634,1434226.4
6373,1433593.0
6145,1425641.9
7856,1423499.5
3859,1419948.5
4252,1417513.8
9877,1415231.1
7567,1414511.0
5472,1413092.0
6864,1410301.1
6174,1410271.0
3964,1409921.4
7059,1409745.8
4877,1408190.1
4262,1408169.0
3750,1406484.4
3970,1405113.6
7523,1404820.8
1250,1404636.2
6645,1402985.8
6463,1402806.6
6652,1401420.2
3436,1401158.6
3949,1400819.2
7469,1398331.1
4064,1397365.0
4152,1394831.9
6144,1393636.1
7755,1392943.8
4765,1390582.8
7554,1390157.0
6876,1388815.0
8677,1386927.8
7570,1386427.6
4777,1383339.8
8154,1382456.4
6977,1380156.2
5549,1379706.8
8373,1379379.8
7370,1379188.4
8671,1378834.5
6147,1378169.9
6273,1375785.0
8053,1375433.1
1151,1374929.4
8089,1370343.5
6545,1370084.1
8190,1369253.2
6754,1369092.1
6656,1367539.6
3849,1366455.9
6750,1365788.8
3650,1363317.1
3763,1362714.1
3536,1362170.4
3559,1360952.6
3860,1360817.9
6572,1360660.8
6968,1359310.8
3965,1359280.2
8957,1359026.1
6046,1358720.0
6659,1356377.8
6456,1355263.1
5665,1354698.9
7470,1354654.9
8734,1351567.9
8771,1351477.5
3437,1350400.4
6563,1348755.1
3961,1347502.1
7952,1347463.5
7051,1345520.8
6559,1344927.5
6553,1344174.4
4049,1342444.8
6549,1340401.1
3432,1339782.6
3749,1332253.8
7077,1330604.2
8772,1328524.4
4642,1327614.9
3948,1326661.2
7667,1326058.9
8855,1324845.2
3533,1323971.9
7173,1322623.0
6746,1322424.6
5243,1322001.1
6963,1320106.6
9985,1320050.5
7071,1320015.8
6653,1318910.6
5977,1318209.2
7756,1316033.2
9484,1309913.4
3655,1309647.9
7058,1309359.0
3759,1308542.0
8562,1308107.6
7870,1304219.6
6962,1304162.4
7571,1303275.9
4052,1299993.6
3947,1299926.8
8470,1295691.9
4869,1295242.0
4146,1294689.9
9878,1291511.1
8171,1291223.1
7467,1289685.8
4151,1289075.9
8577,1286294.2
7985,1286274.5
4341,1284904.1
3754,1284788.5
7443,1283780.5
8273,1283023.1
7855,1282798.9
8276,1282032.0
6666,1280604.6
7490,1276975.9
7491,1276975.9
9059,1273814.9
3537,1273799.1
5378,1269682.1
3967,1266945.4
3760,1262544.1
8670,1261394.0
4048,1260056.2
8084,1259372.5
4870,1258665.2
8277,1257111.0
3635,1256755.8
6869,1255288.5
8172,1253761.8
7591,1253066.8
4050,1252903.4
48,1252877.1
7076,1251415.8
5978,1251113.5
5877,1249660.4
4542,1249519.5
3651,1248725.0
8091,1248356.9
4244,1247514.5
7754,1246493.6
6576,1245694.9
9159,1243767.5
7069,1243441.2
3950,1240819.2
4989,1240552.0
3534,1239908.4
4145,1238642.6
7655,1237035.1
5375,1235740.0
3532,1235242.4
8191,1234163.9
8376,1234105.4
7590,1233210.2
4844,1232336.2
7073,1231882.5
8189,1231158.9
7656,1230374.1
3771,1230258.8
7466,1226555.4
7053,1226545.6
6959,1222189.4
4144,1222004.2
8175,1218445.5
5364,1218179.6
9469,1217570.5
4365,1216473.8
7652,1215941.8
8072,1215789.5
7369,1213922.1
8377,1213867.0
3971,1213417.6
3972,1211751.1
5565,1210603.4
5357,1210358.8
7657,1209959.4
6957,1209691.9
7953,1207623.0
7354,1205947.2
6579,1205204.8
7885,1204669.1
8974,1204215.1
3535,1201196.8
5090,1199561.0
8073,1198584.6
6967,1198508.6
3736,1197008.9
3636,1196889.5
7060,1195657.1
4326,1195525.9
8071,1195194.2
8176,1195110.9
5847,1191974.9
8173,1191520.4
3735,1191255.2
3772,1190347.0
4778,1189186.8
7055,1188278.4
4325,1186895.0
7651,1186875.4
6075,1186393.9
9483,1185703.2
7167,1183760.6
5763,1183020.0
9583,1182103.4
6669,1180778.1
7068,1180670.1
5045,1179832.0
3752,1179611.6
6745,1177088.5
9569,1176749.1
6854,1176234.8
5174,1174534.5
4867,1170122.9
7647,1169157.5
7270,1168634.5
6396,1168249.8
4864,1167716.6
6496,1167621.2
4944,1167454.2
6366,1164659.0
3861,1163401.1
8270,1162925.0
9986,1161434.8
6760,1160078.0
7555,1157182.1
6397,1157036.1
8477,1156823.4
6955,1156503.5
8275,1155467.8
6577,1154195.5
7653,1154031.4
4679,1154028.8
8975,1154006.0
8856,1153941.8
7390,1153685.1
5343,1153495.5
5564,1150495.8
8375,1150090.2
5878,1149870.4
8959,1148816.6
7489,1148550.5
3673,1147965.6
1051,1146964.8
7973,1145628.5
9074,1143575.4
6895,1142983.2
6795,1142983.2
8378,1142030.5
4990,1141897.5
9270,1141893.6
7986,1141891.8
3966,1139366.4
8085,1137016.5
5277,1136661.1
5142,1135291.1
7671,1134647.5
3649,1134433.9
5774,1133423.2
7343,1133045.4
4942,1131363.0
8673,1131220.0
8274,1131041.9
6861,1129275.4
3870,1129227.1
4744,1128566.6
4977,1126998.5
3674,1126267.4
5442,1126220.4
5376,1122715.8
8278,1122178.1
6966,1121747.1
9784,1121697.2
6868,1120787.2
4843,1118014.8
4743,1116630.9
6949,1116585.4
7566,1114515.5
5843,1114461.2
7442,1112558.8
6894,1111589.8
7991,1111103.5
6954,1110246.1
3773,1110091.0
3453,1108565.9
9075,1108199.0
7553,1108091.8
8174,1107784.6
9987,1107479.1
3775,1107352.4
7889,1105199.5
9984,1104718.8
3865,1104424.5
8773,1103126.9
6155,1103045.4
8757,1102014.0
8055,1101562.5
8269,1100579.9
6556,1100505.1
4228,1099491.0
5041,1098351.0
951,1097205.8
5973,1096687.2
6978,1096450.1
7078,1095815.0
5274,1095183.6
7156,1093709.9
8076,1092705.5
4227,1092615.0
6378,1091135.8
5975,1090069.0
8661,1086020.5
7543,1085971.8
7176,1084596.6
9568,1084356.9
3747,1083326.0
1052,1081899.8
7159,1081201.0
4226,1079350.0
4669,1079111.2
4866,1077999.4
7339,1076301.1
8873,1074980.5
6650,1074464.4
7492,1073966.0
3563,1070063.1
5747,1069669.9
6859,1068777.9
6768,1067635.1
7854,1066955.5
8858,1064212.2
8835,1063038.8
9168,1061910.2
8389,1061756.0
6867,1061108.1
5475,1061024.1
3774,1060874.9
7340,1059580.8
6794,1056189.6
7724,1055561.4
7988,1054856.5
4164,1053607.1
3875,1052151.5
3118,1051902.6
6679,1051313.8
7046,1050510.0
8290,1049951.0
6855,1048908.5
3433,1047381.6
3753,1046974.2
6076,1044837.0
7852,1044630.4
7241,1044570.25
6769,1044503.56
8011,1043973.6
8478,1041982.3
6444,1041777.56
5876,1039277.75
6960,1039207.5
1152,1038993.7
7646,1038944.3
6395,1038680.7
6945,1038171.0
3553,1037987.8
9174,1037816.8
5165,1037540.25
9158,1037076.25
7172,1037062.94
8291,1036965.4
9150,1036117.25
8289,1036079.25
4827,1034009.0
3336,1032459.7
7284,1031948.6
3353,1031438.56
7045,1030600.25
7970,1030205.7
4868,1027119.6
6860,1025395.44
8656,1024714.0
9167,1024573.4
8052,1023583.0
6495,1023411.06
3654,1023048.75
8186,1021714.94
5342,1021061.9
3946,1020796.75
9251,1020661.7
6497,1020408.8
7592,1020118.94
7444,1019521.06
8976,1019050.8
3653,1018258.3
7954,1017883.0
4871,1016669.7
3845,1016254.2
9058,1016062.6
5141,1015354.25
9250,1015190.0
7154,1014646.1
8390,1014047.0
4479,1013695.1
3564,1013592.5
9060,1012749.0
3657,1011236.25
3874,1011067.9
4664,1010867.44
5464,1010867.3
8872,1010723.8
4267,1009833.3
7725,1009323.9
3652,1009309.06
2246,1008644.75
8852,1008616.1
1247,1008318.3
9151,1006060.7
247,1002532.3
8388,1002400.25
7644,1001962.4
5091,1001543.75
3765,1000239.9
8088,1000007.6
7972,999816.9
7050,999569.9
3218,997584.0
8958,997210.56
7075,995263.1
3660,994969.3
8490,994764.75
9175,994728.9
8391,994642.75
6845,994499.6
5974,994192.75
952,992458.2
5241,990634.06
3733,990414.25
6651,989032.9
8491,988294.9
6354,988221.2
3761,987605.44
7085,987148.9
9887,986828.6
8489,986562.3
3435,985465.0
3876,985396.25
4465,983991.56
5040,983579.5
4379,983283.7
9584,980138.9
7057,979470.56
4127,979468.5
4266,979378.3
4763,978107.5
7239,976908.5
9194,976624.2
3334,976507.9
3434,976507.9
8952,976059.1
9057,975935.4
4940,975803.0
851,975096.3
9477,974567.56
9195,973977.44
4029,973041.0
4229,972168.94
6676,971459.7
4468,970756.06
5976,970532.44
7344,969837.8
8570,968770.9
9295,968622.75
7342,968280.06
6848,968223.2
6846,967136.56
4027,966637.94
5874,966210.44
6877,966147.56
9466,966106.4
8619,965150.8
4889,964741.25
4742,963901.25
4779,963787.0
2146,960852.1
8153,959782.4
3253,958935.56
7391,958159.2
6866,954330.56
3385,953703.6
3285,953696.75
6765,953338.6
7162,952234.1
6974,951551.0
3951,951338.44
7955,950228.25
6044,948323.4
6173,946844.25
5043,945696.7
3867,944890.4
7081,944093.75
5373,942543.3
8770,941266.25
1147,941199.56
6847,941089.06
8185,940441.3
8919,940314.0
3734,940308.94
4268,938868.94
3337,938630.1
3554,938469.2
3335,937392.0
8621,937105.1
8819,937105.1
8720,937105.1
8719,937105.1
6878,937087.8
8519,937022.06
8721,936922.4
7544,936406.3
8188,933996.6
3036,933871.4
7757,932082.0
8960,929856.4
7853,929788.44
6695,929740.25
4478,929543.44
3648,928756.56
9073,928680.9
8920,927153.9
4243,926318.5
8012,926286.5
3663,925639.56
8578,923851.5
8761,923807.2
3664,923560.4
6355,922803.1
4941,922608.25
4047,922281.94
8851,922154.0
3929,921916.8
4767,921217.75
6465,920577.7
5379,920313.0
5265,918538.0
9562,917348.3
9561,917348.3
9560,917348.3
9460,917348.3
9661,917153.94
6964,916315.4
9461,916080.9
4842,915697.06
7070,915440.7
8820,915351.0
6946,914533.9
8080,913514.1
3386,913432.1
6749,913176.75
9979,911065.44
3672,909789.0
9662,909419.5
2046,909260.9
6256,909054.7
9173,908719.5
3762,908441.6
5875,908395.5
7771,908370.44
9396,908131.6
7366,908123.25
4129,908123.1
7593,908048.6
3873,907780.1
8751,907377.75
8973,906582.4
7886,906464.4
7453,906084.8
6172,905595.44
7572,905215.56
5039,904122.7
2266,903841.9
8086,902573.6
8620,901583.4
8663,901393.8
3454,901378.1
8752,901242.8
7624,900408.0
7158,900242.7
9294,900217.25
6244,898557.25
6357,898472.75
8288,897655.94
7157,897251.2
8758,897091.9
7691,896894.56
3776,896336.75
9366,896320.2
9172,896220.0
9395,895794.5
347,893693.2
5167,893239.7
4028,893045.0
1948,892762.3
3675,892251.2
5441,891656.25
6467,891551.1
7086,891409.94
5341,890973.3
5042,890758.56
1848,890686.44
5275,890588.1
7623,889415.7
8636,889260.25
4878,889236.1
9476,888969.3
8180,888784.0
8392,888736.56
9360,887536.4
4030,887507.56
6454,886246.06
6154,884898.06
7890,884364.94
8561,884233.25
7389,884106.0
6865,883834.44
9577,883626.25
8488,883014.7
3555,882049.2
3333,881960.25
7242,881332.6
8660,881250.75
1053,880734.1
6944,880706.4
5380,878707.44
9397,878018.5
8469,877996.25
5381,877198.75
9157,877126.0
9361,876748.0
4051,875450.0
5480,874643.8
8659,874530.9
7243,873629.2
7041,873490.5
6779,873425.06
9377,870572.56
6661,870570.3
5166,870234.6
6896,869114.25
2936,869065.06
7074,868385.6
3737,868117.8
4678,868017.6
7645,867491.9
3234,867321.2
3866,867165.2
7177,866804.6
3235,865687.6
5663,865111.2
4966,864489.4
4265,864368.3
8569,863076.8
7884,862988.75
5779,862370.56
2338,862176.5
9485,861769.5
7424,861423.06
8759,861323.1
3352,861007.94
3037,860067.0
5044,859722.44
8821,859489.0
9660,858440.6
4466,858426.1
5377,857599.44
9462,857582.56
8369,857072.1
9497,856356.9
3185,856333.6
9152,856077.4
3647,856022.8
4329,855882.56
3665,855829.4
9886,855787.44
6965,855278.1
7867,854401.25
8776,853890.4
6379,853715.3
47,852823.4
7525,852427.1
7891,851358.7
7791,851133.6
2339,850994.56
9271,850897.06
4766,850704.6
7175,850686.25
6660,849912.4
5242,849417.4
8074,849303.0
3284,849173.3
7552,849068.75
8559,848807.4
3551,848710.9
7892,848695.2
4380,848440.75
5664,848117.0
8652,847859.5
7792,847269.25
852,847163.0
9371,846885.7
4369,846823.2
3452,846759.2
7551,846550.4
6254,845562.9
9170,845354.9
7044,845208.9
4130,844722.3
7971,844211.56
7142,844203.75
7143,844144.94
7542,843714.5
8635,841848.4
8287,841299.7
7790,841070.1
8859,840901.0
5374,840232.2
7341,840130.8
4368,839796.25
9019,839516.3
6344,839494.0
7643,839142.5
